2012,4006,מטאורולוגיה,14954,23319,2013,"""004052""",תעופה,32151,,,
2012,4007,בטיחות בדרכים,176303,185905,2013,"""004053""",בטיחות בדרכים,129109,,"""004007""",
2012,4060,רזרבה,8516,0,2013,"""004054""",תחבורה ציבורית,5297,,,
2012,4099,חשבון מעבר,0,0,2013,"""004059""",רזרבה,15130,,,
,,,,,,,,,,,
2012,4101,רשות המים,114524,97210,2013,"""004130""",תקציב הרשות הממשלתית,98659,,,
,,,,,2013,"""004131""",רזרבות,3608,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,2013,"""004201""",סבסוד ריבית להלוואות,348667,,"""004209""",
,,,,,2013,"""004202""",סיוע בשכר דירה,1420948,,"""004212""",
,,,,,2013,"""004203""",עמלות ניהול הסיוע,240500,,"""004213""",
,,,,,2013,"""004204""",רזרבות,66969,,"""004280""",
2012,4301,תחום פעולה כללי,66665,87977,2013,"""004302""",שכר ותפעול,69943,,,
,,,,,2013,"""004303""",פעולות מיפוי,17742,,,
,,,,,2013,"""004304""",רזרבות,3491,,,
,,,,,,,,,,,
2012,5101,בניית משרדי ממשלה,121860,12151,2013,"""005107""",בינוי משרדי ממשלה ובתי,88838,,"""005101""",
2012,5102,פעולות מרכזיות,700,-19128,2013,"""005108""",פעולות מרכזיות,12642,,"""005102""",
2012,5104,בתי משפט-תכנית חדשה,0,12469,2013,"""005109""",רזרבות,5341,,"""005106""",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,2013,"""005230""",פיתוח משרד לביטחון,15931,,"""005210""",
,,,,,2013,"""005240""",פיתוח - שירות בתי הסוהר,135984,,"""005203""",
,,,,,2013,"""005250""",פיתוח - משטרה,366213,,"""005201""",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2012,5301,פיתוח בתי משפט,929,1508,2013,"""005310""",פיתוח משפטים ובתי משפט,83017,,,
2012,5302,פיתוח משרד המשפטים,22672,26259,2013,"""005311""",רזרבה,3555,,,
2012,5303,בניית בתי-משפט,146500,149526,,,,,,,
2012,5305,רזרבה,16950,0,,,,,,,
,,,,,,,,,,,
